Asset_1,1.6576042951811156,2.1363985272943595,2.5700159159574287,2.5877416509559166,2.70169619075226,2.8335217975021973,3.2682211171988174,3.4323368132545373,3.915905298874052,4.958766267900559
Asset_2,1.029202501834976,1.0913398640697567,1.467928706624214,2.76516907226099,3.2275258940762477,3.876812210199801,3.9552356705328857,4.111491233647934,4.484730525128571,4.5312183582549626
Asset_3,1.207648832574602,1.6609615886829574,2.0382433783010834,2.6355774195725408,2.6977878546293814,2.858039153734921,3.2045954144306625,3.3787220939405342,3.5026230944762444,3.788757024054163
Asset_4,1.600316955562159,1.6381262710995963,1.9418782804516193,2.159325357231266,2.4297934624812045,2.54916538365933,2.5681651624805926,3.72507914830637,4.203141915172351,4.519883214806367
Asset_5,1.122119999198841,1.3916446023520939,1.8604818274055201,2.102281418093484,2.2183539191669164,2.5585501132838546,2.581520101598188,3.536607147372727,3.72621838743873,4.613295858698834
Asset_6,1.3015419915159079,1.4405487197493496,1.5555305115326834,1.943827251169583,2.009090042076186,3.12413227426592,3.8661862944225764,3.983478197797888,4.198237747696132,4.91118833103149
Asset_7,1.299228874987218,1.9532513171511448,2.042942419589603,2.167883943517106,2.4633676360058354,2.4653487470839455,2.5780711605662336,4.459356475180011,4.856760778895122,4.8686691799642325
Asset_8,1.1036015133098327,1.3540073005456539,1.4106293785879749,1.5993875605010017,1.9408302692811232,2.826439209547902,3.723291608218549,3.8358525512282595,4.785865029880855,4.810061368800195
Asset_9,1.2247245871160097,2.0541530258942187,2.296722376075491,2.4996711582580344,2.6811553127133005,3.2611318433491987,3.6113435358690533,3.8036469708030323,4.125354560099938,4.836758354735819
Asset_10,1.0802364943994127,1.1453748957452596,1.3194802543643487,1.3877191108385003,1.675270521725055,2.3034930817528627,2.9427695478107454,3.5415027207815424,4.5720532523042685,4.678227380886572
Asset_11,1.3246423258594935,1.6916770883289667,2.265225286771249,2.565826573214298,2.877067762221029,2.962064124026249,3.9268829495547153,4.400304674151576,4.557995479191133,4.907902486784045
Asset_12,1.0974039087919345,1.8768584014826537,3.264567129544914,3.33422712803717,3.4839222823437095,3.8586387313591226,4.52324427621514,4.552679066765539,4.6948648882871895,4.8149804463759995
Asset_13,1.460798244917095,1.9870807562873707,2.554113363914701,3.0052163696286627,3.837654129519656,3.888281516811158,4.464772284601363,4.577662984072669,4.664730202472544,4.74572109159247
Asset_14,1.1787854380021328,1.4777577909691133,1.5621736741524677,1.8750391380451013,2.7701912822670525,2.9270898683333186,3.850503733327576,4.289457943323013,4.323294767620467,4.999646258301992
Asset_15,2.101427551294665,2.1335985468867986,2.183646507794729,2.762886403375334,2.9744177850334226,3.492566576852885,3.5447283789864152,3.9118158217677377,4.121313454684706,4.507363426980563
Asset_16,1.326897931789286,1.6043158661417811,1.6608752309012385,2.2652694631009367,3.1697874374064585,3.21541849426852,3.8194170184348897,4.314664670313833,4.352082463807706,4.36269760774651
Asset_17,1.8668068044163966,2.5555117753443595,2.834211626964733,3.2753479269755026,4.166174060772313,4.252893073274311,4.2896301530791305,4.413609642415834,4.503536930820404,4.620590570762101
Asset_18,1.2673056285709294,1.4892789682261767,2.324517110811823,2.6547810952829525,3.358955373734331,3.4283473151048307,3.663781705637503,4.295710807720878,4.296709901278106,4.445000323286667
Asset_19,1.072871557658876,1.6344626317951354,1.9204200883342648,1.975934088045308,1.9850644778494844,2.772822742559025,3.1041063055977984,3.5344532725348365,4.376365930753073,4.381918629164478
Asset_20,1.3913689983607367,1.5815084780914126,1.7188042602393971,2.0878498097998723,2.2531763721330047,3.044597164502389,4.2921081248988635,4.297373425051867,4.442532710162685,4.747018441142816
Asset_21,1.018332286998071,1.069993364396058,1.083711573837446,1.4768310909789277,1.9635405124338488,2.105876167977695,2.177513438787373,3.006006141205599,4.340322563566235,4.936616427587943
Asset_22,1.1585182341171336,1.4106300680337007,1.9736461551269118,2.0189702694653224,2.1838064330589195,2.9076974328040874,3.9590445573317905,3.969600585348025,4.213399278308912,4.5170903210605715
Asset_23,1.41738430006062,1.585452023346193,1.84096470619044,2.179487861305806,2.2438619853624737,2.622559041155032,3.4149311363205213,3.5565255158951463,3.6792000914760385,4.394511522808013
