Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10
0.010934283060224655,-0.0017652860234236931,0.013953770762013849,0.03146059712816051,-0.0036830674944667192,-0.003682739138983611,0.03258425631014783,0.016348694583058175,-0.008389487718699042,0.011851200871719293
-0.008268353856249244,-0.008314595071405136,0.005839245431320682,-0.03726560489315596,-0.03349835665026066,-0.010245750584819455,-0.019256622406688476,0.007284946651905478,-0.01716048151042422,-0.02724607402670583
0.030312975378431084,-0.0035155260097307134,0.002350564093758477,-0.027494963724269135,-0.009887654490503654,0.003218451794197322,-0.022019871548446056,0.008513960366913438,-0.011012773798376101,-0.004833874995865536
-0.011034132244587939,0.03804556369017876,0.0007300555052413216,-0.020154218579118005,0.01745089824206378,-0.023416872999420444,0.0051772719000951085,-0.03819340247759551,-0.02556372097796861,0.004937224717382471
0.015769331599908207,0.0044273656237994105,-0.0013129656477648107,-0.0050220739117857755,-0.02857043980734855,-0.013396884167894172,-0.00821277541919575,0.022142444524378316,0.007872365791369228,-0.03426080310725468
0.0074816793878959,-0.006701645608326331,-0.012538440006119176,0.013233525776817356,0.02161999044991902,0.019625602382323973,-0.01578435046445277,-0.005184247517024292,0.007625268628071279,0.020510902542447185
-0.0085834847569058,-0.0027131795332763424,-0.021126699480120564,-0.022924132481613416,0.017250516447883963,0.02812480057141646,-0.00044020243160667705,0.021070657957840484,0.008232720500952683,-0.011902395092102485
0.008227912110168278,0.031760731329319385,0.0002834792178009692,0.032292873116280124,-0.05139490208179489,0.01743805008750448,0.0027409413647634245,-0.00498014700931735,0.002835215530710046,-0.03875137829201786
-0.003393437756750239,0.008142251430234927,0.030557880894830323,-0.009365404365472948,-0.015169872057863753,-0.00903514087169073,0.019308042354041485,0.007575022193193689,-0.009595204075340775,0.011265348662267121
0.0029415509869608076,0.020372899810657787,-0.013041061877547049,-0.005553242931955364,-0.006842163062643152,-0.02827029896264237,0.0069224055412915216,0.006221105443597786,0.0011022691328492179,-0.003691742667502939
-0.027307414841008286,-0.00741290645530718,-0.00585429033053539,-0.015045545384432379,-0.002225714233320183,0.009081017136290767,0.0387237180242106,0.004491556256636779,0.006151007814455287,-0.0004889183153233443
-0.03737542430598083,0.0004697224910156625,0.002204604198820529,0.050264842249705725,-0.0028472192956224504,0.007030946846672249,0.0003057646058951338,-0.02237356075239064,0.023856456290300414,0.016038660653735482
0.01682063894086094,-0.017187749095894777,0.029055886218721984,-0.027037021255845617,0.012737141876005408,0.044809112516199574,-0.018810726502613766,-0.010325954592055438,0.0029930273017528247,-0.009069513082323986
-0.030013268621322652,0.0023712594961205467,-0.0202460742745221,0.010471848612703633,-0.01738848468467606,0.03199868810035079,-0.01466506584672474,-0.005441230324113512,0.017270344347393395,-0.023617286328679103
0.005549198692082588,0.027142855085648565,-0.03114966469122455,0.004692677170646084,0.006197655884968471,0.016636457435546207,-0.023739014217561638,-0.025409132261685525,0.011438831312337954,0.006939693464663721
0.006009857006917531,0.007928964189939514,-0.012600494431569815,0.005645073943220071,0.0068614494659736255,-0.013287028360527357,0.038315490222895134,0.010476658418235751,-0.022826069944052972,0.014131072172676593
-0.01849363340454643,0.016741692074849043,0.024171911580148083,-0.015413646367034208,0.020267522584886438,0.009255618538729967,0.0174412031998898,0.03893585965307895,-0.00390776232005741,-0.01407472328714979
-0.016790288592510465,-0.015316205699308767,-0.000542034188282084,0.007823039496332878,0.006533815986600381,0.017543664980720478,0.0012600378375581403,0.03007068154314634,-0.004293136664759121,0.05540338333179238
0.013513346955300126,-0.01614315112832565,-0.020417849961222246,0.010649448304863706,-0.0034692557065170177,0.01528000988184184,0.010464752491470896,-0.00045657825313745546,-0.015935874361368098,-0.02929694449371729
-0.007930299041340422,0.018127975886469447,0.005281874882604079,-0.02391477557423976,0.00446361851702364,0.008706347594576735,-0.01667714872402266,0.004074502118910558,0.002164174368919998,-0.02185940595661246
0.008155747206965665,0.012215690527364688,0.022661024863505543,0.02207604104069806,-0.02655338735914182,-0.017756500798302457,0.011300705344173195,0.011275719018244177,0.011300953726120957,0.07805462981309443
0.012417810213863342,0.02371131280361198,0.020080035269864047,0.01402782502611596,-0.005305384892806912,0.016179384409865348,-0.014456504290751435,-0.003736372134800178,-0.00870727095658207,0.002637482787726451
0.04729317133347018,-0.03634530385183496,0.014725203807490268,-0.03125431742379303,-0.008438637315788668,0.022779011939347324,0.0022856003819092556,-0.020554895558586122,-0.013306074185199364,0.014591954978693516
-0.013607332634342734,0.005329171791639498,0.0019114367980762757,-0.012032006952116342,0.043878881786506514,0.013678380446360223,-0.03950285173315214,0.0047290862953885526,-0.012235729295367759,0.01804866669592448
-0.014850414768654011,-0.0012947288293379804,0.011099745579609143,0.01831510388340243,-0.023005928141115524,-0.005690024716818968,-0.008498906223219124,-0.012066584651474237,0.03630908480562194,0.00909963421921911
-0.024217679086700902,0.019357238941095523,0.04344312394025267,0.02164930521102294,-0.029387399319080267,-0.008684681457325028,0.026338222983732455,-0.013153389312375616,0.009876388562924568,0.016492681068586736
-0.017538609431561658,-0.00019050712123600162,-0.06382534680138145,-0.019487752826685797,-0.004051363027863206,-0.02395566363929699,0.03364822607863271,-0.027602827559212652,-0.007800889733939676,0.003614811545721827
0.02982546578132231,-0.027717243023588786,0.02426327504309919,0.001204661220391741,-0.01863017302095902,0.010242069485265414,0.004981193911469401,-0.011004337543175893,0.002396041699800378,-0.006706271937235204
0.0032703469050249607,0.014242613490420934,0.032720336322907044,-0.02375630997653698,0.04366066749312533,-0.03804175599045004,-0.0020357019007116667,0.01276634412969153,0.006619837354700653,-0.011453990396411876
-0.0031624450071455045,-0.008860018693176656,-0.01078729513888423,0.017992041940420495,0.008140309719300947,-0.012858191905213083,0.018991997508665016,0.007145990417532186,0.017257242376779204,0.013592576838472245
-0.015579900218441446,-0.01020362080393939,0.015945872102465238,0.013207405308669297,0.0005819681207170374,0.00334654766617564,0.0265532979157685,-0.010831427776716598,0.01194194762340076,-0.003043853048677881
-0.0033536240645444058,0.022975537039743803,0.017508326979760597,0.017270192720012772,0.027109576143086584,0.001420076832655181,0.014639059425899277,-0.005205335131869121,0.007483327049768842,-0.0016028610873536917
0.0029399192998543636,0.012903140508738274,-0.015364413664669448,0.04284774551370921,-0.01912034762999404,-0.023283772255754644,0.024162217470001357,0.016833253879258717,0.013482396341043104,0.013566910185285597
0.0007550645430617075,-0.01694508742971663,0.0025160911638745266,-0.012543234230242235,0.020502394668355024,-0.001941147630042773,-0.015509943935850229,-0.005427716833059869,0.009258629085512487,-0.010274491056079495
-0.015444407911328627,0.005873744229838246,0.005899331422174456,-0.009138863507422594,-0.008420766112366456,0.005640998747152726,-0.027961686829946483,-0.027149275487531103,-0.01336888442504872,-0.0032689430342369447
0.007218151311960092,0.03050712433899104,0.018153192464040388,-0.0021987705992685424,0.0006196758419462233,-0.019050587292756178,0.0006297372801522014,-0.004773172778402767,0.0074543712067617895,-0.01554461887104646
